guidance_weight,fpnd_g,fpnd_q,fpnd_t,output_eval_path,mode,nonfinite_dropped
0.00,0.14199432330690342,0.26790133649231507,0.5243830205395739,/mnt/data/output/2026-08-26_05-10-21--ef9da51c-6ce0-4bb2-9d68-d88e8f0af41a-paper30-gqt994k-cfg-w000-repaired/eval,replay_metrics_only,11
0.25,0.3182418368680544,0.21367892392322574,0.28013745497472087,/mnt/data/output/2026-08-25_22-18-31--a31c196a-5009-42a1-82e9-a9696e6146ee-paper30-gqt994k-cfg-w025-eval/eval,fresh_generation,11
0.50,0.5255444694539619,0.3137843664099762,0.20192831658280852,/mnt/data/output/2026-08-25_20-59-00--3a48a5f7-5493-4335-be28-c301daee932c-paper30-gqt994k-cfg-w050-eval/eval,fresh_generation,11
0.75,0.7062590751281164,0.5796374331644643,0.2581700174301318,/mnt/data/output/2026-08-25_23-37-54--0ecc6c71-2a39-4c73-a06f-8209b8439363-paper30-gqt994k-cfg-w075-eval/eval,fresh_generation,10
1.00,0.9160413140629942,1.6339585216383625,0.426059156355052,/mnt/data/output/2026-08-26_00-57-28--0fba2724-6417-4776-b21c-90730b5fca28-paper30-gqt994k-cfg-w100-eval/eval,fresh_generation,11
2.00,4.53877804924511,5.721713623845801,2.1007746183458664,/mnt/data/output/2026-08-26_03-49-38--85890744-d6b5-4783-968b-d0cd369be7d0-paper30-gqt994k-cfg-w200-eval/eval,fresh_generation,unknown
3.00,25.027028489878546,15.177389250676498,8.481163947891417,/mnt/data/output/2026-08-26_02-17-00--f3049b1b-fd67-4cf7-98b2-91ba172f9b88-paper30-gqt994k-cfg-w300-eval/eval,fresh_generation,unknown
