transform,dtype,beta,rapidity,angle,num_samples,relative_l2_mean,relative_l2_p10,relative_l2_p90,relative_l2_max,max_absolute_mean,max_absolute_max
boost,float32,0.495,0.5426615282747135,,48,0.00015661849798525841,1.6075261847735942e-05,0.00037957417853863216,0.0018640059743226347,0.0014312194877852396,0.019595116643472466
boost,float32,0.5197499999999999,0.5759971624900828,,48,0.00018907684397331467,2.5377666942646978e-05,0.0004419185037477634,0.0025076882547438854,0.0012928637371308017,0.024120005265444888
boost,float32,0.5445,0.6105298978293117,,48,0.0001158022517009805,1.858448168445291e-05,0.0002704616039320146,0.0005909895853324178,0.0009700099302182775,0.02132331028215617
boost,float32,0.5692499999999999,0.6464126008948009,,48,0.00026017322913837233,2.350301716002669e-05,0.00045239843323726574,0.0026738078156458983,0.001484222601285099,0.01054227456418566
boost,float32,0.594,0.6838243498742138,,48,0.00018950001386945875,1.9396313347368427e-05,0.00036243430332552113,0.003106700057135389,0.0012772072672886947,0.015488792416768149
boost,float32,0.61875,0.7229770987631133,,48,0.0002303965612839576,2.149647952977284e-05,0.0003942232856617953,0.00280973154357554,0.0016874653435278483,0.012506619393946483
boost,float32,0.6435,0.7641245766249617,,48,0.00023542387101189305,2.1462259821573536e-05,0.0005095056033560718,0.002591124893810351,0.001623336323515007,0.01617746792038588
boost,float32,0.66825,0.8075743892856996,,48,0.00023184087779174974,2.120324280702536e-05,0.00037039397293934585,0.0032206545181603435,0.0016034315799956227,0.01560912854158314
boost,float32,0.693,0.853704817272969,,48,0.0002657709459866849,2.1101803314969174e-05,0.0004259293788561157,0.002313682096601193,0.0025718387583895026,0.02140748591345698
boost,float32,0.71775,0.902988685440707,,48,0.00029772937922320427,2.540907620546343e-05,0.0006479643401190266,0.002559704730986641,0.002015698451502776,0.02103453521030474
boost,float32,0.7424999999999999,0.9560282112654439,,48,0.0002989223445584459,1.983525671110471e-05,0.0007608586842063784,0.0028426050100232164,0.0030715941087029173,0.04380924219666227
boost,float32,0.76725,1.0136075144469434,,48,0.0003187719218843918,2.6652502813652214e-05,0.0007476579926431612,0.002812234493701472,0.0033653016112406026,0.038763917498830125
boost,float32,0.792,1.076774756916779,,48,0.0005199154999290063,2.778262724835417e-05,0.001084725759179488,0.008514198464797763,0.0043579514799823625,0.054307435798243375
boost,float32,0.81675,1.146976564364992,,48,0.0003670248010557884,3.1732594255251344e-05,0.0008955648329781543,0.002427830186210683,0.0035254472696681373,0.025889126508346294
boost,float32,0.8415,1.2262905712838925,,48,0.0005206114729109512,3.223684257537432e-05,0.0011284821243897091,0.007248000570408163,0.006136949215860267,0.09747237185957403
boost,float32,0.86625,1.317856981538642,,48,0.0007439334296227617,3.3632200155147745e-05,0.0017649411981328898,0.008134635648593002,0.00875857368216769,0.06970174118217898
boost,float32,0.891,1.426756593214657,,48,0.0008341617847383494,3.2671124436804874e-05,0.0018464106746262146,0.009167963424999847,0.011903557781935449,0.16995848466999064
boost,float32,0.91575,1.562037950309021,,48,0.0009699449477263555,3.520360983945865e-05,0.001442237834475688,0.012243830670396019,0.015402141426085689,0.14063829666474703
boost,float32,0.9405,1.7423623191286886,,48,0.0017476001771338735,3.8646270023252844e-05,0.004008669782493385,0.03474364052026368,0.025246997169863155,0.4287460018941829
boost,float32,0.9652499999999999,2.0175975853315316,,48,0.0026582832340128954,6.252796030638105e-05,0.005589837752055902,0.03722634952944121,0.057614629548780404,0.5239667110482031
boost,float32,0.99,2.6466524123622457,,48,0.008525230438142331,0.00013804666136403484,0.012060961906046858,0.1010565832222318,0.39383505850373135,5.0360449302606725
rotation,float32,,,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0
rotation,float32,,,0.07853981633974483,48,7.418261539422308e-05,1.549030674992728e-05,0.0001030998641994106,0.0008396098186377863,0.0004200269296578355,0.003140297904394629
