transform,dtype,beta,rapidity,angle,num_samples,relative_l2_mean,relative_l2_p10,relative_l2_p90,relative_l2_max,max_absolute_mean,max_absolute_max
rotation,float64,,,0.47123889803846897,48,1.593464006404233e-12,7.039327246826631e-14,1.4792440741395124e-12,3.3899907156530514e-11,7.699792192727983e-12,1.589359754916586e-10
rotation,float64,,,0.6283185307179586,48,1.3547128033628832e-12,5.486875330884807e-14,1.7921189824178347e-12,2.3201757414700943e-11,7.145210349316737e-12,1.4141932069833274e-10
rotation,float64,,,0.7853981633974483,48,1.1204502739807641e-12,6.165503222884851e-14,1.8036560269707254e-12,1.623997956451e-11,5.004539606797327e-12,5.772538003157024e-11
rotation,float64,,,0.9424777960769379,48,1.1047556864169124e-12,8.444775993509143e-14,1.9851699769942094e-12,1.5721457599584416e-11,4.110968510051549e-12,3.983657848039002e-11
rotation,float64,,,1.0995574287564276,48,1.8174534465528293e-12,8.735676504469725e-14,2.0638912005033106e-12,3.951766490163365e-11,6.8352138185567846e-12,1.3982059954287251e-10
rotation,float64,,,1.2566370614359172,48,1.503089321104346e-12,5.6714557879617546e-14,2.2268229214863755e-12,2.3051148587220762e-11,9.13509545785729e-12,2.609272797826634e-10
rotation,float64,,,1.413716694115407,48,1.5479807523263433e-12,5.506919796642441e-14,2.0919312139729246e-12,1.6617751310276783e-11,8.074150144773048e-12,1.4929923963791225e-10
rotation,float64,,,1.5707963267948966,48,1.1816382550621656e-12,2.1624865998501743e-14,1.1454151883294013e-12,2.6285518085307332e-11,5.473518629080705e-12,1.559943285656118e-10
rotation,float64,,,1.7278759594743862,48,1.1459900119660087e-12,5.036122860274577e-14,2.2209464082508557e-12,1.7866727142198677e-11,5.454460956973624e-12,7.172928917498211e-11
rotation,float64,,,1.8849555921538759,48,1.5633081573205125e-12,6.335123484328092e-14,1.7975482244665953e-12,2.4899492187686645e-11,6.343528711575767e-12,8.697842446281356e-11
rotation,float64,,,2.0420352248333655,48,1.1452039097558467e-12,5.2827546986717937e-14,1.642826148978158e-12,2.750578799687152e-11,3.938900131987093e-12,4.543920795185841e-11
rotation,float64,,,2.199114857512855,48,1.6663031522796273e-12,7.452764816556796e-14,1.6806356220343324e-12,3.29032886525701e-11,8.699242715071165e-12,2.4941826382018917e-10
rotation,float64,,,2.356194490192345,48,1.1204502739807641e-12,6.165503222884851e-14,1.8036560269707254e-12,1.623997956451e-11,5.004539606797327e-12,5.772538003157024e-11
rotation,float64,,,2.5132741228718345,48,8.665698391861534e-13,6.158280160030261e-14,2.7388285373326744e-12,6.5760369098915394e-12,5.3022817618024005e-12,7.343281538396695e-11
rotation,float64,,,2.670353755551324,48,1.2385944339631506e-12,6.546256620475714e-14,2.731002632681795e-12,1.5545087741967695e-11,6.333512418225477e-12,1.3226220119122445e-10
rotation,float64,,,2.827433388230814,48,8.217866052127471e-13,5.666202493793906e-14,2.6314296475608524e-12,6.447867353059904e-12,5.1506784948252005e-12,6.519584871966799e-11
rotation,float64,,,2.9845130209103035,48,1.1496714878204706e-12,7.629562664959425e-14,2.0512657650338465e-12,1.559474520863424e-11,5.273153441676115e-12,1.1867662408349133e-10
rotation,float64,,,3.141592653589793,48,1.2085966191956605e-12,2.5439396377511426e-14,1.3885981651865163e-12,1.9916847735602025e-11,5.9476983523450615e-12,1.5432277677973616e-10
rotation,float64,,,3.2986722862692828,48,1.3338427187769018e-12,6.081049970817173e-14,2.7673219103194104e-12,1.463220791465821e-11,7.496811620562779e-12,1.418918316176132e-10
rotation,float64,,,3.4557519189487724,48,1.2782897274594215e-12,8.465777616923254e-14,2.01530056248849e-12,2.3856571370501974e-11,8.979478618997838e-12,2.7543833880372404e-10
rotation,float64,,,3.612831551628262,48,9.967908578771042e-13,6.974875154980767e-14,1.665359426168176e-12,1.2169732673175188e-11,4.415923645269733e-12,9.949552293164743e-11
rotation,float64,,,3.7699111843077517,48,1.6663031522796273e-12,7.452764816556796e-14,1.6806356220343324e-12,3.29032886525701e-11,8.699242715071165e-12,2.4941826382018917e-10
rotation,float64,,,3.9269908169872414,48,1.5181371883986482e-12,6.914101143209908e-14,1.8753064529127836e-12,2.9059594652635625e-11,4.654827449416625e-12,5.925571144871356e-11
rotation,float64,,,4.084070449666731,48,8.665698391861534e-13,6.158280160030261e-14,2.7388285373326744e-12,6.5760369098915394e-12,5.3022817618024005e-12,7.343281538396695e-11
rotation,float64,,,4.241150082346221,48,9.317561502865265e-13,4.598294134477763e-14,2.107545051085374e-12,9.000592864872883e-12,3.750401609640501e-12,2.9114488597770105e-11
rotation,float64,,,4.39822971502571,48,1.6481352551939294e-12,4.092021470310331e-14,2.309935627373653e-12,2.7884321619567147e-11,9.223154647427142e-12,2.368913953887386e-10
rotation,float64,,,4.5553093477052,48,1.8082820124526025e-12,6.265064012564068e-14,2.5901913033565804e-12,3.783369990920021e-11,8.661821260247393e-12,1.7976553579046595e-10
rotation,float64,,,4.71238898038469,48,1.5728541496994803e-12,3.245599949676251e-14,1.799883259629335e-12,2.7205427122843988e-11,9.744356941713642e-12,3.157492045602339e-10
rotation,float64,,,4.869468613064179,48,1.2623973639943372e-12,4.6991875903873285e-14,1.9034363130672513e-12,2.916909972305422e-11,9.491615248398885e-12,3.363354039720434e-10
rotation,float64,,,5.026548245743669,48,1.219214127852023e-12,8.003586478752064e-14,1.836437963810353e-12,1.539331975639745e-11,7.0914709289956095e-12,1.7834445031894575e-10
rotation,float64,,,5.183627878423159,48,1.6684463125608587e-12,7.600576953976118e-14,2.180708966327158e-12,3.1002565234987857e-11,7.933192586647339e-12,2.1367796421145613e-10
rotation,float64,,,5.340707511102648,48,1.2174619471953214e-12,6.791972954006028e-14,1.701444031657235e-12,1.504568366141057e-11,6.8377560558108286e-12,1.7191226220347744e-10
rotation,float64,,,5.497787143782138,48,2.6371412441844462e-12,5.420493090234772e-14,2.0199751097903785e-12,8.113438279056861e-11,8.516935420810334e-12,1.5209522530312825e-10
rotation,float64,,,5.654866776461628,48,1.5570394664260315e-12,7.034145251892065e-14,1.4987033438314989e-12,2.1758678092423902e-11,8.456195379341613e-12,2.2012613953847904e-10
rotation,float64,,,5.811946409141117,48,9.317561502865265e-13,4.598294134477763e-14,2.107545051085374e-12,9.000592864872883e-12,3.750401609640501e-12,2.9114488597770105e-11
